CODIGO_CATEGORIA|NOMBRE_CATEGORIA|CODIGO_AGRUPACION|NOMBRE_AGRUPACION|CODIGO_LISTA|NOMBRE_LISTA
001120004000012|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Bajo Caracoles|20-702|FRENTE DE TODOS|001120004000012.20-702.A.001120004000012.20-702|FUERZA Y COMPROMISO PERITENSE
001120004000012|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Bajo Caracoles|20-702|FRENTE DE TODOS|001120004000012.20-702.E.001120004000012.20-702|TODOS POR PERITO
001120004000013|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Gobernador Gregores|20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001120004000013.20-703.A.001120004000013.20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES
001120004000013|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Gobernador Gregores|20-710|SANTA CRUZ SOMOS TODOS|001120004000013.20-710.B.001120004000013.20-710|TODOS POR GREGORES
001120004000013|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Gobernador Gregores|20-710|SANTA CRUZ SOMOS TODOS|001120004000013.20-710.A.001120004000013.20-710|HASTA LA VICTORIA SIEMPRE
001120004000013|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Gobernador Gregores|20-701|NUEVA SANTA CRUZ|001120004000013.20-701.C.001120004000013.20-701|PROYECTO PORVENIR
001120004000013|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Gobernador Gregores|20-701|NUEVA SANTA CRUZ|001120004000013.20-701.B.001120004000013.20-701|POR UN GREGORES MEJOR
001120004000013|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Gobernador Gregores|20-701|NUEVA SANTA CRUZ|001120004000013.20-701.A.001120004000013.20-701|COMPROMISO POR EL PUEBLO
001120004000013|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Gobernador Gregores|20-702|FRENTE DE TODOS|001120004000013.20-702.A.001120004000013.20-702|JUNTOS POR GREGORES
001120004000013|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Gobernador Gregores|20-702|FRENTE DE TODOS|001120004000013.20-702.C.001120004000013.20-702|SER SANTA CRUZ
001120004000013|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Gobernador Gregores|20-702|FRENTE DE TODOS|001120004000013.20-702.D.001120004000013.20-702|UNIDOS POR SANTA CRUZ
001120004000013|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Gobernador Gregores|20-702|FRENTE DE TODOS|001120004000013.20-702.B.001120004000013.20-702|NUEVO HORIZONTE
00112000400012A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Tamel Aike|20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|00112000400012A.20-703.A.00112000400012A.20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES
00112000400012A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Tamel Aike|20-710|SANTA CRUZ SOMOS TODOS|00112000400012A.20-710.A.00112000400012A.20-710|HASTA LA VICTORIA SIEMPRE
00112000400012A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Tamel Aike|20-710|SANTA CRUZ SOMOS TODOS|00112000400012A.20-710.B.00112000400012A.20-710|TODOS POR GREGORES
00112000400012A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Tamel Aike|20-701|NUEVA SANTA CRUZ|00112000400012A.20-701.C.00112000400012A.20-701|PROYECTO PORVENIR
00112000400012A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Tamel Aike|20-701|NUEVA SANTA CRUZ|00112000400012A.20-701.A.00112000400012A.20-701|COMPROMISO POR EL PUEBLO
00112000400012A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Tamel Aike|20-701|NUEVA SANTA CRUZ|00112000400012A.20-701.B.00112000400012A.20-701|POR UN GREGORES MEJOR
00112000400012A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Tamel Aike|20-702|FRENTE DE TODOS|00112000400012A.20-702.D.00112000400012A.20-702|UNIDOS POR SANTA CRUZ
00112000400012A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Tamel Aike|20-702|FRENTE DE TODOS|00112000400012A.20-702.A.00112000400012A.20-702|JUNTOS POR GREGORES
00112000400012A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Tamel Aike|20-702|FRENTE DE TODOS|00112000400012A.20-702.B.00112000400012A.20-702|NUEVO HORIZONTE
00112000400012A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Tamel Aike|20-702|FRENTE DE TODOS|00112000400012A.20-702.C.00112000400012A.20-702|SER SANTA CRUZ
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|00112000400012B.20-703.A.00112000400012B.20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-710|SANTA CRUZ SOMOS TODOS|00112000400012B.20-710.A.00112000400012B.20-710|CON TODOS PODEMOS
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-710|SANTA CRUZ SOMOS TODOS|00112000400012B.20-710.B.00112000400012B.20-710|POR LA DECENCIA Y HONESTIDAD
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-710|SANTA CRUZ SOMOS TODOS|00112000400012B.20-710.C.00112000400012B.20-710|POR LA DIGNIDAD DE LAGO POSADAS
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-701|NUEVA SANTA CRUZ|00112000400012B.20-701.D.00112000400012B.20-701|SOCIALISMO SANTACRUCEÑO
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-701|NUEVA SANTA CRUZ|00112000400012B.20-701.A.00112000400012B.20-701|ENCUENTRO CIUDADANO
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-701|NUEVA SANTA CRUZ|00112000400012B.20-701.E.00112000400012B.20-701|UNIDOS POR EL PUEBLO
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-701|NUEVA SANTA CRUZ|00112000400012B.20-701.B.00112000400012B.20-701|NUEVO LOS ANTIGUOS
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-701|NUEVA SANTA CRUZ|00112000400012B.20-701.C.00112000400012B.20-701|PROGRESO PARA 2 PUEBLOS
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-702|FRENTE DE TODOS|00112000400012B.20-702.D.00112000400012B.20-702|TODOS POR LOS ANTIGUOS
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-702|FRENTE DE TODOS|00112000400012B.20-702.C.00112000400012B.20-702|SER SANTA CRUZ
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-702|FRENTE DE TODOS|00112000400012B.20-702.E.00112000400012B.20-702|UNIDOS POR SANTA CRUZ
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-702|FRENTE DE TODOS|00112000400012B.20-702.A.00112000400012B.20-702|DESARROLLO LOS ANTIGUOS
00112000400012B|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito Lago Posadas|20-702|FRENTE DE TODOS|00112000400012B.20-702.B.00112000400012B.20-702|MIRANDO LOS ANTIGUOS CON EL CORAZÓN
00112000400013A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito EA. Gobernador Gregores|20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|00112000400013A.20-703.A.00112000400013A.20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES
00112000400013A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito EA. Gobernador Gregores|20-710|SANTA CRUZ SOMOS TODOS|00112000400013A.20-710.B.00112000400013A.20-710|TODOS POR GREGORES
00112000400013A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito EA. Gobernador Gregores|20-710|SANTA CRUZ SOMOS TODOS|00112000400013A.20-710.A.00112000400013A.20-710|HASTA LA VICTORIA SIEMPRE
00112000400013A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito EA. Gobernador Gregores|20-701|NUEVA SANTA CRUZ|00112000400013A.20-701.C.00112000400013A.20-701|PROYECTO PORVENIR
00112000400013A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito EA. Gobernador Gregores|20-701|NUEVA SANTA CRUZ|00112000400013A.20-701.A.00112000400013A.20-701|COMPROMISO POR EL PUEBLO
00112000400013A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito EA. Gobernador Gregores|20-701|NUEVA SANTA CRUZ|00112000400013A.20-701.B.00112000400013A.20-701|POR UN GREGORES MEJOR
00112000400013A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito EA. Gobernador Gregores|20-702|FRENTE DE TODOS|00112000400013A.20-702.C.00112000400013A.20-702|SER SANTA CRUZ
00112000400013A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito EA. Gobernador Gregores|20-702|FRENTE DE TODOS|00112000400013A.20-702.D.00112000400013A.20-702|UNIDOS POR SANTA CRUZ
00112000400013A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito EA. Gobernador Gregores|20-702|FRENTE DE TODOS|00112000400013A.20-702.A.00112000400013A.20-702|JUNTOS POR GREGORES
00112000400013A|Diputado Municipal Santa Cruz - Sección Río Chico - Circuito EA. Gobernador Gregores|20-702|FRENTE DE TODOS|00112000400013A.20-702.B.00112000400013A.20-702|NUEVO HORIZONTE
001120005000014|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Comandante Luis Piedrabuena|20-710|SANTA CRUZ SOMOS TODOS|001120005000014.20-710.B.001120005000014.20-710|PIEDRABUENA SOMOS TODOS
001120005000014|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Comandante Luis Piedrabuena|20-710|SANTA CRUZ SOMOS TODOS|001120005000014.20-710.C.001120005000014.20-710|TODOS PODEMOS
001120005000014|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Comandante Luis Piedrabuena|20-701|NUEVA SANTA CRUZ|001120005000014.20-701.A.001120005000014.20-701|COALICIÓN POR UNA NUEVA PIEDRABUENA
001120005000014|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Comandante Luis Piedrabuena|20-701|NUEVA SANTA CRUZ|001120005000014.20-701.D.001120005000014.20-701|SOL PARA TODOS
001120005000014|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Comandante Luis Piedrabuena|20-701|NUEVA SANTA CRUZ|001120005000014.20-701.C.001120005000014.20-701|ENCUENTRO CIUDADANO
001120005000014|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Comandante Luis Piedrabuena|20-701|NUEVA SANTA CRUZ|001120005000014.20-701.B.001120005000014.20-701|COMPROMISO POR PIEDRABUENA
001120005000014|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Comandante Luis Piedrabuena|20-702|FRENTE DE TODOS|001120005000014.20-702.A.001120005000014.20-702|PRIMERO PIEDRABUENA
001120005000015|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Puerto Santa Cruz|20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001120005000015.20-703.A.001120005000015.20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES
001120005000015|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Puerto Santa Cruz|20-710|SANTA CRUZ SOMOS TODOS|001120005000015.20-710.C.001120005000015.20-710|TRABAJO, COMPROMISO Y LEALTAD
001120005000015|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Puerto Santa Cruz|20-710|SANTA CRUZ SOMOS TODOS|001120005000015.20-710.A.001120005000015.20-710|ADELANTE SANTA CRUZ
001120005000015|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Puerto Santa Cruz|20-710|SANTA CRUZ SOMOS TODOS|001120005000015.20-710.B.001120005000015.20-710|GESTIÓN INTEGRADORA SANTACRUCEÑA
001120005000015|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Puerto Santa Cruz|20-701|NUEVA SANTA CRUZ|001120005000015.20-701.A.001120005000015.20-701|PODEMOS VIVIR MEJOR
001120005000015|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Puerto Santa Cruz|20-702|FRENTE DE TODOS|001120005000015.20-702.B.001120005000015.20-702|RENOVANDO ESPERANZAS
001120005000015|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Puerto Santa Cruz|20-702|FRENTE DE TODOS|001120005000015.20-702.C.001120005000015.20-702|SER SANTA CRUZ
001120005000015|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Puerto Santa Cruz|20-702|FRENTE DE TODOS|001120005000015.20-702.A.001120005000015.20-702|ENTRE TODOS PUERTO SANTA CRUZ
001120005000015|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito Puerto Santa Cruz|20-702|FRENTE DE TODOS|001120005000015.20-702.D.001120005000015.20-702|UNIDOS POR SANTA CRUZ
00112000500014A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Comandante Luis Piedrabuena|20-710|SANTA CRUZ SOMOS TODOS|00112000500014A.20-710.B.00112000500014A.20-710|PIEDRABUENA SOMOS TODOS
00112000500014A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Comandante Luis Piedrabuena|20-710|SANTA CRUZ SOMOS TODOS|00112000500014A.20-710.C.00112000500014A.20-710|TODOS PODEMOS
00112000500014A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Comandante Luis Piedrabuena|20-701|NUEVA SANTA CRUZ|00112000500014A.20-701.B.00112000500014A.20-701|COMPROMISO POR PIEDRABUENA
00112000500014A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Comandante Luis Piedrabuena|20-701|NUEVA SANTA CRUZ|00112000500014A.20-701.D.00112000500014A.20-701|SOL PARA TODOS
00112000500014A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Comandante Luis Piedrabuena|20-701|NUEVA SANTA CRUZ|00112000500014A.20-701.A.00112000500014A.20-701|COALICIÓN POR UNA NUEVA PIEDRABUENA
00112000500014A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Comandante Luis Piedrabuena|20-701|NUEVA SANTA CRUZ|00112000500014A.20-701.C.00112000500014A.20-701|ENCUENTRO CIUDADANO
00112000500014A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Comandante Luis Piedrabuena|20-702|FRENTE DE TODOS|00112000500014A.20-702.A.00112000500014A.20-702|PRIMERO PIEDRABUENA
00112000500015A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Puerto Santa Cruz|20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|00112000500015A.20-703.A.00112000500015A.20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES
00112000500015A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Puerto Santa Cruz|20-710|SANTA CRUZ SOMOS TODOS|00112000500015A.20-710.A.00112000500015A.20-710|ADELANTE SANTA CRUZ
00112000500015A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Puerto Santa Cruz|20-710|SANTA CRUZ SOMOS TODOS|00112000500015A.20-710.B.00112000500015A.20-710|GESTIÓN INTEGRADORA SANTACRUCEÑA
00112000500015A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Puerto Santa Cruz|20-710|SANTA CRUZ SOMOS TODOS|00112000500015A.20-710.C.00112000500015A.20-710|TRABAJO, COMPROMISO Y LEALTAD
00112000500015A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Puerto Santa Cruz|20-701|NUEVA SANTA CRUZ|00112000500015A.20-701.A.00112000500015A.20-701|PODEMOS VIVIR MEJOR
00112000500015A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Puerto Santa Cruz|20-702|FRENTE DE TODOS|00112000500015A.20-702.C.00112000500015A.20-702|SER SANTA CRUZ
00112000500015A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Puerto Santa Cruz|20-702|FRENTE DE TODOS|00112000500015A.20-702.D.00112000500015A.20-702|UNIDOS POR SANTA CRUZ
00112000500015A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Puerto Santa Cruz|20-702|FRENTE DE TODOS|00112000500015A.20-702.A.00112000500015A.20-702|ENTRE TODOS PUERTO SANTA CRUZ
00112000500015A|Diputado Municipal Santa Cruz - Sección Corpen Aike - Circuito EA. Puerto Santa Cruz|20-702|FRENTE DE TODOS|00112000500015A.20-702.B.00112000500015A.20-702|RENOVANDO ESPERANZAS
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001120006000016.20-703.A.001120006000016.20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-710|SANTA CRUZ SOMOS TODOS|001120006000016.20-710.A.001120006000016.20-710|SANTA CRUZ SOMOS TODOS
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-701|NUEVA SANTA CRUZ|001120006000016.20-701.B.001120006000016.20-701|COMPROMISO VECINAL
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-701|NUEVA SANTA CRUZ|001120006000016.20-701.G.001120006000016.20-701|NUEVO CALAFATE – ENCUENTRO CIUDADANO
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-701|NUEVA SANTA CRUZ|001120006000016.20-701.E.001120006000016.20-701|ESPACIO CRISTIANO
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-701|NUEVA SANTA CRUZ|001120006000016.20-701.F.001120006000016.20-701|JUNTOS POR CALAFATE
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-701|NUEVA SANTA CRUZ|001120006000016.20-701.I.001120006000016.20-701|SOL PARA TODOS
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-701|NUEVA SANTA CRUZ|001120006000016.20-701.A.001120006000016.20-701|ADELANTE CALAFATE
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-701|NUEVA SANTA CRUZ|001120006000016.20-701.H.001120006000016.20-701|SOCIALISMO SANTACRUCEÑO
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-701|NUEVA SANTA CRUZ|001120006000016.20-701.C.001120006000016.20-701|DEFENSORES DEL CAMBIO CALAFATE
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-701|NUEVA SANTA CRUZ|001120006000016.20-701.D.001120006000016.20-701|EQUIPO PLURAL
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-702|FRENTE DE TODOS|001120006000016.20-702.A.001120006000016.20-702|ENTRE TODOS EL CALAFATE
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-702|FRENTE DE TODOS|001120006000016.20-702.C.001120006000016.20-702|PRIMERO EL CALAFATE
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-702|FRENTE DE TODOS|001120006000016.20-702.D.001120006000016.20-702|SER SANTA CRUZ
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-702|FRENTE DE TODOS|001120006000016.20-702.E.001120006000016.20-702|UNIDOS POR CALAFATE
001120006000016|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito Tres Lagos|20-702|FRENTE DE TODOS|001120006000016.20-702.B.001120006000016.20-702|NACE UNA ESPERANZA
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001120006000017.20-703.A.001120006000017.20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-710|SANTA CRUZ SOMOS TODOS|001120006000017.20-710.A.001120006000017.20-710|SANTA CRUZ SOMOS TODOS
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-701|NUEVA SANTA CRUZ|001120006000017.20-701.A.001120006000017.20-701|ADELANTE CALAFATE
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-701|NUEVA SANTA CRUZ|001120006000017.20-701.D.001120006000017.20-701|EQUIPO PLURAL
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-701|NUEVA SANTA CRUZ|001120006000017.20-701.H.001120006000017.20-701|SOCIALISMO SANTACRUCEÑO
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-701|NUEVA SANTA CRUZ|001120006000017.20-701.I.001120006000017.20-701|SOL PARA TODOS
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-701|NUEVA SANTA CRUZ|001120006000017.20-701.C.001120006000017.20-701|DEFENSORES DEL CAMBIO CALAFATE
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-701|NUEVA SANTA CRUZ|001120006000017.20-701.G.001120006000017.20-701|NUEVO CALAFATE – ENCUENTRO CIUDADANO
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-701|NUEVA SANTA CRUZ|001120006000017.20-701.B.001120006000017.20-701|COMPROMISO VECINAL
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-701|NUEVA SANTA CRUZ|001120006000017.20-701.E.001120006000017.20-701|ESPACIO CRISTIANO
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-701|NUEVA SANTA CRUZ|001120006000017.20-701.F.001120006000017.20-701|JUNTOS POR CALAFATE
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-702|FRENTE DE TODOS|001120006000017.20-702.B.001120006000017.20-702|NACE UNA ESPERANZA
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-702|FRENTE DE TODOS|001120006000017.20-702.C.001120006000017.20-702|PRIMERO EL CALAFATE
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-702|FRENTE DE TODOS|001120006000017.20-702.D.001120006000017.20-702|SER SANTA CRUZ
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-702|FRENTE DE TODOS|001120006000017.20-702.A.001120006000017.20-702|ENTRE TODOS EL CALAFATE
001120006000017|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Calafate|20-702|FRENTE DE TODOS|001120006000017.20-702.E.001120006000017.20-702|UNIDOS POR CALAFATE
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|00112000600016A.20-703.A.00112000600016A.20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-710|SANTA CRUZ SOMOS TODOS|00112000600016A.20-710.A.00112000600016A.20-710|SANTA CRUZ SOMOS TODOS
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-701|NUEVA SANTA CRUZ|00112000600016A.20-701.A.00112000600016A.20-701|ADELANTE CALAFATE
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-701|NUEVA SANTA CRUZ|00112000600016A.20-701.F.00112000600016A.20-701|JUNTOS POR CALAFATE
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-701|NUEVA SANTA CRUZ|00112000600016A.20-701.H.00112000600016A.20-701|SOCIALISMO SANTACRUCEÑO
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-701|NUEVA SANTA CRUZ|00112000600016A.20-701.I.00112000600016A.20-701|SOL PARA TODOS
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-701|NUEVA SANTA CRUZ|00112000600016A.20-701.B.00112000600016A.20-701|COMPROMISO VECINAL
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-701|NUEVA SANTA CRUZ|00112000600016A.20-701.E.00112000600016A.20-701|ESPACIO CRISTIANO
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-701|NUEVA SANTA CRUZ|00112000600016A.20-701.G.00112000600016A.20-701|NUEVO CALAFATE – ENCUENTRO CIUDADANO
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-701|NUEVA SANTA CRUZ|00112000600016A.20-701.C.00112000600016A.20-701|DEFENSORES DEL CAMBIO CALAFATE
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-701|NUEVA SANTA CRUZ|00112000600016A.20-701.D.00112000600016A.20-701|EQUIPO PLURAL
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-702|FRENTE DE TODOS|00112000600016A.20-702.B.00112000600016A.20-702|NACE UNA ESPERANZA
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-702|FRENTE DE TODOS|00112000600016A.20-702.C.00112000600016A.20-702|PRIMERO EL CALAFATE
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-702|FRENTE DE TODOS|00112000600016A.20-702.E.00112000600016A.20-702|UNIDOS POR CALAFATE
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-702|FRENTE DE TODOS|00112000600016A.20-702.A.00112000600016A.20-702|ENTRE TODOS EL CALAFATE
00112000600016A|Diputado Municipal Santa Cruz - Sección Lago Argentino - Circuito El Chalten|20-702|FRENTE DE TODOS|00112000600016A.20-702.D.00112000600016A.20-702|SER SANTA CRUZ
001120007000018|Diputado Municipal Santa Cruz - Sección Güer Aike - Circuito Río Gallegos|20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001120007000018.20-703.A.001120007000018.20-703|FRENTE DE IZQUIERDA Y DE TRABAJADORES
001120007000018|Diputado Municipal Santa Cruz - Sección Güer Aike - Circuito Río Gallegos|20-710|SANTA CRUZ SOMOS TODOS|001120007000018.20-710.A.001120007000018.20-710|POR UN PUEBLOCON DERECHOS
001120007000018|Diputado Municipal Santa Cruz - Sección Güer Aike - Circuito Río Gallegos|20-701|NUEVA SANTA CRUZ|001120007000018.20-701.H.001120007000018.20-701|GENERACIÓN Y FUTURO
