CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
21|000321000000000|21-505|787965|1854166|42.49
21|000321000000000|21-506|2686|1854166|0.14
21|000321000000000|36|3477|1854166|0.18
21|000321000000000|65|2850|1854166|0.15
21|000321000000000|87|52008|1854166|2.80
22|000100000000000|13|1369|530239|0.25
22|000100000000000|131|9893|530239|1.86
22|000100000000000|132|902|530239|0.17
22|000100000000000|133|5657|530239|1.06
22|000100000000000|135|73569|530239|13.87
22|000100000000000|136|401798|530239|75.77
22|000100000000000|137|18784|530239|3.54
22|000100000000000|36|363|530239|0.06
22|000100000000000|57|564|530239|0.10
22|000100000000000|87|4634|530239|0.87
22|000222000000000|22-178|3702|526718|0.70
22|000222000000000|22-179|2805|526718|0.53
22|000222000000000|22-501|298002|526718|56.57
22|000222000000000|22-502|105657|526718|20.05
22|000222000000000|22-503|71168|526718|13.51
22|000222000000000|38|5363|526718|1.01
22|000222000000000|40|14324|526718|2.71
22|000222000000000|87|3771|526718|0.71
22|000322000000000|22-178|3555|523126|0.67
22|000322000000000|22-179|2535|523126|0.48
22|000322000000000|22-501|293662|523126|56.13
22|000322000000000|22-502|104697|523126|20.01
22|000322000000000|22-503|70018|523126|13.38
22|000322000000000|38|5388|523126|1.02
22|000322000000000|40|14431|523126|2.75
22|000322000000000|87|3686|523126|0.70
23|000100000000000|13|2317|920605|0.25
23|000100000000000|131|30846|920605|3.35
23|000100000000000|132|1359|920605|0.14
23|000100000000000|133|14814|920605|1.60
23|000100000000000|135|229609|920605|24.94
23|000100000000000|136|549291|920605|59.66
23|000100000000000|137|64008|920605|6.95
23|000100000000000|36|561|920605|0.06
23|000100000000000|57|794|920605|0.08
23|000100000000000|87|14288|920605|1.55
23|000323000000000|23-181|54796|902381|6.07
23|000323000000000|23-501|482289|902381|53.44
23|000323000000000|23-502|218442|902381|24.20
23|000323000000000|23-503|19349|902381|2.14
23|000323000000000|23-504|62100|902381|6.88
24|000100000000000|13|821|89104|0.92
24|000100000000000|131|4236|89104|4.75
24|000100000000000|132|266|89104|0.29
24|000100000000000|133|2919|89104|3.27
24|000100000000000|135|18107|89104|20.32
24|000100000000000|136|49507|89104|55.56
24|000100000000000|137|8193|89104|9.19
24|000100000000000|36|146|89104|0.16
24|000100000000000|57|192|89104|0.21
24|000100000000000|87|2700|89104|3.03
24|000224000000000|24-187|4506|86642|5.20
24|000224000000000|24-203|2510|86642|2.89
24|000224000000000|24-501|35966|86642|41.51
24|000224000000000|24-502|15132|86642|17.46
24|000224000000000|24-503|10951|86642|12.63
24|000224000000000|69|7844|86642|9.05
24|000324000000000|24-187|4490|87973|5.10
24|000324000000000|24-203|3060|87973|3.47
24|000324000000000|24-501|33792|87973|38.41
24|000324000000000|24-502|14159|87973|16.09
24|000324000000000|24-503|11628|87973|13.21
24|000324000000000|69|6048|87973|6.87
