CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|CODIGO_LISTA|VOTOS_LISTA
02|02080|000302000000000|133|000302000000000.133.A.000302000000000.133|7894
02|02080|000302000000000|135|000302000000000.135.A.000302000000000.135|60120
02|02080|000302000000000|137|000302000000000.137.A.000302000000000.137|14943
02|02080|000302000000000|79|000302000000000.79.A.000302000000000.79|121
02|02080|000402000000000|02-1911|000402000000000.02-1911.A.000402000000000.02-1911|2766
02|02080|000402000000000|02-276|000402000000000.02-276.1A.000402000000000.02-276|1613
02|02080|000402000000000|02-309|000402000000000.02-309.A.000402000000000.02-309|200
02|02080|000402000000000|02-503|000402000000000.02-503.2.000402000000000.02-503|75040
02|02080|000402000000000|02-816|000402000000000.02-816.1A.000402000000000.02-816|296
02|02080|000402000000000|02-865|000402000000000.02-865.A.000402000000000.02-865|411
02|02080|000402000000000|133|000402000000000.133.A.000402000000000.133|7005
02|02080|000402000000000|135|000402000000000.135.1A.000402000000000.135|65025
02|02080|000402000000000|137|000402000000000.137.A.000402000000000.137|12670
02|02080|001002080000000|02-1911|001002080000000.02-1911.A.001002080000000.02-1911|2812
02|02080|001002080000000|02-207|001002080000000.02-207.A.001002080000000.02-207|455
02|02080|001002080000000|02-276|001002080000000.02-276.1A.001002080000000.02-276|1573
02|02080|001002080000000|02-309|001002080000000.02-309.A.001002080000000.02-309|238
02|02080|001002080000000|02-503|001002080000000.02-503.14.001002080000000.02-503|2599
02|02080|001002080000000|02-503|001002080000000.02-503.2.001002080000000.02-503|72929
02|02080|001002080000000|02-816|001002080000000.02-816.1A.001002080000000.02-816|280
02|02080|001002080000000|133|001002080000000.133.A.001002080000000.133|6799
02|02080|001002080000000|135|001002080000000.135.1A.001002080000000.135|62164
02|02080|001002080000000|137|001002080000000.137.A.001002080000000.137|6715
02|02080|001002080000000|137|001002080000000.137.B.001002080000000.137|5760
02|02081|000100000000000|13|000100000000000.13.A.000100000000000.13|44
02|02081|000100000000000|131|000100000000000.131.A.000100000000000.131|56
02|02081|000100000000000|132|000100000000000.132.A.000100000000000.132|12
02|02081|000100000000000|133|000100000000000.133.A.000100000000000.133|131
02|02081|000100000000000|135|000100000000000.135.A.000100000000000.135|4707
02|02081|000100000000000|136|000100000000000.136.A.000100000000000.136|4753
02|02081|000100000000000|137|000100000000000.137.A.000100000000000.137|535
02|02081|000100000000000|36|000100000000000.36.A.000100000000000.36|17
02|02081|000100000000000|57|000100000000000.57.A.000100000000000.57|0
02|02081|000100000000000|87|000100000000000.87.A.000100000000000.87|137
02|02081|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|20
02|02081|000302000000000|02-276|000302000000000.02-276.1A.000302000000000.02-276|39
02|02081|000302000000000|02-309|000302000000000.02-309.A.000302000000000.02-309|7
02|02081|000302000000000|02-312|000302000000000.02-312.A.000302000000000.02-312|10
02|02081|000302000000000|02-314|000302000000000.02-314.A.000302000000000.02-314|6
02|02081|000302000000000|02-315|000302000000000.02-315.A.000302000000000.02-315|9
02|02081|000302000000000|02-503|000302000000000.02-503.A.000302000000000.02-503|4684
02|02081|000302000000000|02-816|000302000000000.02-816.1A.000302000000000.02-816|9
02|02081|000302000000000|133|000302000000000.133.A.000302000000000.133|122
02|02081|000302000000000|135|000302000000000.135.A.000302000000000.135|4746
02|02081|000302000000000|137|000302000000000.137.A.000302000000000.137|372
02|02081|000302000000000|79|000302000000000.79.A.000302000000000.79|11
02|02081|000402000000000|02-1911|000402000000000.02-1911.A.000402000000000.02-1911|44
02|02081|000402000000000|02-276|000402000000000.02-276.1A.000402000000000.02-276|34
02|02081|000402000000000|02-309|000402000000000.02-309.A.000402000000000.02-309|6
02|02081|000402000000000|02-503|000402000000000.02-503.2.000402000000000.02-503|4726
02|02081|000402000000000|02-816|000402000000000.02-816.1A.000402000000000.02-816|7
02|02081|000402000000000|02-865|000402000000000.02-865.A.000402000000000.02-865|10
02|02081|000402000000000|133|000402000000000.133.A.000402000000000.133|117
02|02081|000402000000000|135|000402000000000.135.1A.000402000000000.135|4925
02|02081|000402000000000|137|000402000000000.137.A.000402000000000.137|327
02|02081|001002081000000|02-503|001002081000000.02-503.2.001002081000000.02-503|5894
02|02081|001002081000000|135|001002081000000.135.1A.001002081000000.135|3810
02|02081|001002081000000|137|001002081000000.137.A.001002081000000.137|249
02|02082|000100000000000|13|000100000000000.13.A.000100000000000.13|343
02|02082|000100000000000|131|000100000000000.131.A.000100000000000.131|766
02|02082|000100000000000|132|000100000000000.132.A.000100000000000.132|126
02|02082|000100000000000|133|000100000000000.133.A.000100000000000.133|1567
02|02082|000100000000000|135|000100000000000.135.A.000100000000000.135|23815
02|02082|000100000000000|136|000100000000000.136.A.000100000000000.136|19753
02|02082|000100000000000|137|000100000000000.137.A.000100000000000.137|4475
02|02082|000100000000000|36|000100000000000.36.A.000100000000000.36|38
02|02082|000100000000000|57|000100000000000.57.A.000100000000000.57|69
02|02082|000100000000000|87|000100000000000.87.A.000100000000000.87|866
02|02082|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|90
02|02082|000302000000000|02-276|000302000000000.02-276.1A.000302000000000.02-276|295
02|02082|000302000000000|02-309|000302000000000.02-309.A.000302000000000.02-309|237
02|02082|000302000000000|02-312|000302000000000.02-312.A.000302000000000.02-312|104
02|02082|000302000000000|02-314|000302000000000.02-314.A.000302000000000.02-314|74
02|02082|000302000000000|02-315|000302000000000.02-315.A.000302000000000.02-315|1
02|02082|000302000000000|02-503|000302000000000.02-503.A.000302000000000.02-503|18474
02|02082|000302000000000|02-816|000302000000000.02-816.1A.000302000000000.02-816|118
02|02082|000302000000000|133|000302000000000.133.A.000302000000000.133|1568
02|02082|000302000000000|135|000302000000000.135.A.000302000000000.135|24467
02|02082|000302000000000|137|000302000000000.137.A.000302000000000.137|3609
02|02082|000302000000000|79|000302000000000.79.A.000302000000000.79|42
02|02082|000402000000000|02-1911|000402000000000.02-1911.A.000402000000000.02-1911|735
02|02082|000402000000000|02-276|000402000000000.02-276.1A.000402000000000.02-276|286
02|02082|000402000000000|02-309|000402000000000.02-309.A.000402000000000.02-309|251
02|02082|000402000000000|02-503|000402000000000.02-503.2.000402000000000.02-503|18639
02|02082|000402000000000|02-816|000402000000000.02-816.1A.000402000000000.02-816|97
02|02082|000402000000000|02-865|000402000000000.02-865.A.000402000000000.02-865|92
02|02082|000402000000000|133|000402000000000.133.A.000402000000000.133|1402
02|02082|000402000000000|135|000402000000000.135.1A.000402000000000.135|25928
02|02082|000402000000000|137|000402000000000.137.A.000402000000000.137|3060
02|02082|001002082000000|02-1911|001002082000000.02-1911.A.001002082000000.02-1911|721
02|02082|001002082000000|02-309|001002082000000.02-309.A.001002082000000.02-309|1384
02|02082|001002082000000|02-503|001002082000000.02-503.2.001002082000000.02-503|14990
02|02082|001002082000000|02-816|001002082000000.02-816.1A.001002082000000.02-816|140
02|02082|001002082000000|133|001002082000000.133.A.001002082000000.133|1428
02|02082|001002082000000|135|001002082000000.135.1A.001002082000000.135|19970
02|02082|001002082000000|135|001002082000000.135.3A.001002082000000.135|9054
02|02082|001002082000000|137|001002082000000.137.A.001002082000000.137|1203
02|02082|001002082000000|137|001002082000000.137.B.001002082000000.137|1586
02|02083|000100000000000|13|000100000000000.13.A.000100000000000.13|159
02|02083|000100000000000|131|000100000000000.131.A.000100000000000.131|249
02|02083|000100000000000|132|000100000000000.132.A.000100000000000.132|51
02|02083|000100000000000|133|000100000000000.133.A.000100000000000.133|558
02|02083|000100000000000|135|000100000000000.135.A.000100000000000.135|11722
02|02083|000100000000000|136|000100000000000.136.A.000100000000000.136|11269
02|02083|000100000000000|137|000100000000000.137.A.000100000000000.137|2867
02|02083|000100000000000|36|000100000000000.36.A.000100000000000.36|20
02|02083|000100000000000|57|000100000000000.57.A.000100000000000.57|34
02|02083|000100000000000|87|000100000000000.87.A.000100000000000.87|456
02|02083|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|53
02|02083|000302000000000|02-276|000302000000000.02-276.1A.000302000000000.02-276|137
02|02083|000302000000000|02-309|000302000000000.02-309.A.000302000000000.02-309|25
02|02083|000302000000000|02-312|000302000000000.02-312.A.000302000000000.02-312|51
02|02083|000302000000000|02-314|000302000000000.02-314.A.000302000000000.02-314|35
02|02083|000302000000000|02-315|000302000000000.02-315.A.000302000000000.02-315|1
02|02083|000302000000000|02-503|000302000000000.02-503.A.000302000000000.02-503|10797
02|02083|000302000000000|02-816|000302000000000.02-816.1A.000302000000000.02-816|17
02|02083|000302000000000|133|000302000000000.133.A.000302000000000.133|563
02|02083|000302000000000|135|000302000000000.135.A.000302000000000.135|11880
02|02083|000302000000000|137|000302000000000.137.A.000302000000000.137|2666
02|02083|000302000000000|79|000302000000000.79.A.000302000000000.79|19
02|02083|000402000000000|02-1911|000402000000000.02-1911.A.000402000000000.02-1911|215
02|02083|000402000000000|02-276|000402000000000.02-276.1A.000402000000000.02-276|131
02|02083|000402000000000|02-309|000402000000000.02-309.A.000402000000000.02-309|27
02|02083|000402000000000|02-503|000402000000000.02-503.2.000402000000000.02-503|10929
02|02083|000402000000000|02-816|000402000000000.02-816.1A.000402000000000.02-816|18
02|02083|000402000000000|02-865|000402000000000.02-865.A.000402000000000.02-865|49
02|02083|000402000000000|133|000402000000000.133.A.000402000000000.133|515
02|02083|000402000000000|135|000402000000000.135.1A.000402000000000.135|12606
02|02083|000402000000000|137|000402000000000.137.A.000402000000000.137|2397
02|02083|001002083000000|02-503|001002083000000.02-503.10.001002083000000.02-503|4695
02|02083|001002083000000|02-503|001002083000000.02-503.4.001002083000000.02-503|3170
02|02083|001002083000000|02-503|001002083000000.02-503.6.001002083000000.02-503|2243
02|02083|001002083000000|02-503|001002083000000.02-503.8.001002083000000.02-503|1718
02|02083|001002083000000|133|001002083000000.133.A.001002083000000.133|442
02|02083|001002083000000|135|001002083000000.135.1A.001002083000000.135|10965
02|02083|001002083000000|137|001002083000000.137.A.001002083000000.137|3827
02|02084|000100000000000|13|000100000000000.13.A.000100000000000.13|440
02|02084|000100000000000|131|000100000000000.131.A.000100000000000.131|959
02|02084|000100000000000|132|000100000000000.132.A.000100000000000.132|115
02|02084|000100000000000|133|000100000000000.133.A.000100000000000.133|1859
02|02084|000100000000000|135|000100000000000.135.A.000100000000000.135|21063
02|02084|000100000000000|136|000100000000000.136.A.000100000000000.136|23557
02|02084|000100000000000|137|000100000000000.137.A.000100000000000.137|7881
02|02084|000100000000000|36|000100000000000.36.A.000100000000000.36|53
02|02084|000100000000000|57|000100000000000.57.A.000100000000000.57|56
02|02084|000100000000000|87|000100000000000.87.A.000100000000000.87|1221
02|02084|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|89
02|02084|000302000000000|02-276|000302000000000.02-276.1A.000302000000000.02-276|405
02|02084|000302000000000|02-309|000302000000000.02-309.A.000302000000000.02-309|70
02|02084|000302000000000|02-312|000302000000000.02-312.A.000302000000000.02-312|122
02|02084|000302000000000|02-314|000302000000000.02-314.A.000302000000000.02-314|65
02|02084|000302000000000|02-315|000302000000000.02-315.A.000302000000000.02-315|0
02|02084|000302000000000|02-503|000302000000000.02-503.A.000302000000000.02-503|22131
02|02084|000302000000000|02-816|000302000000000.02-816.1A.000302000000000.02-816|90
02|02084|000302000000000|133|000302000000000.133.A.000302000000000.133|1905
02|02084|000302000000000|135|000302000000000.135.A.000302000000000.135|21888
02|02084|000302000000000|137|000302000000000.137.A.000302000000000.137|7068
02|02084|000302000000000|79|000302000000000.79.A.000302000000000.79|40
02|02084|000402000000000|02-1911|000402000000000.02-1911.A.000402000000000.02-1911|833
02|02084|000402000000000|02-276|000402000000000.02-276.1A.000402000000000.02-276|376
02|02084|000402000000000|02-309|000402000000000.02-309.A.000402000000000.02-309|66
02|02084|000402000000000|02-503|000402000000000.02-503.2.000402000000000.02-503|22337
02|02084|000402000000000|02-816|000402000000000.02-816.1A.000402000000000.02-816|90
02|02084|000402000000000|02-865|000402000000000.02-865.A.000402000000000.02-865|108
02|02084|000402000000000|133|000402000000000.133.A.000402000000000.133|1689
02|02084|000402000000000|135|000402000000000.135.1A.000402000000000.135|23444
02|02084|000402000000000|137|000402000000000.137.A.000402000000000.137|6294
02|02084|001002084000000|02-1911|001002084000000.02-1911.A.001002084000000.02-1911|742
02|02084|001002084000000|02-276|001002084000000.02-276.1A.001002084000000.02-276|330
02|02084|001002084000000|02-503|001002084000000.02-503.2.001002084000000.02-503|19137
02|02084|001002084000000|02-828|001002084000000.02-828.A.001002084000000.02-828|657
02|02084|001002084000000|133|001002084000000.133.A.001002084000000.133|1546
02|02084|001002084000000|135|001002084000000.135.1A.001002084000000.135|21601
02|02084|001002084000000|137|001002084000000.137.A.001002084000000.137|11742
02|02085|000100000000000|13|000100000000000.13.A.000100000000000.13|83
02|02085|000100000000000|131|000100000000000.131.A.000100000000000.131|175
02|02085|000100000000000|132|000100000000000.132.A.000100000000000.132|72
02|02085|000100000000000|133|000100000000000.133.A.000100000000000.133|465
02|02085|000100000000000|135|000100000000000.135.A.000100000000000.135|8640
02|02085|000100000000000|136|000100000000000.136.A.000100000000000.136|11137
02|02085|000100000000000|137|000100000000000.137.A.000100000000000.137|1176
02|02085|000100000000000|36|000100000000000.36.A.000100000000000.36|13
02|02085|000100000000000|57|000100000000000.57.A.000100000000000.57|37
02|02085|000100000000000|87|000100000000000.87.A.000100000000000.87|276
02|02085|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|33
02|02085|000302000000000|02-276|000302000000000.02-276.1A.000302000000000.02-276|72
02|02085|000302000000000|02-309|000302000000000.02-309.A.000302000000000.02-309|18
02|02085|000302000000000|02-312|000302000000000.02-312.A.000302000000000.02-312|74
02|02085|000302000000000|02-314|000302000000000.02-314.A.000302000000000.02-314|32
02|02085|000302000000000|02-315|000302000000000.02-315.A.000302000000000.02-315|0
02|02085|000302000000000|02-503|000302000000000.02-503.A.000302000000000.02-503|10883
02|02085|000302000000000|02-816|000302000000000.02-816.1A.000302000000000.02-816|27
02|02085|000302000000000|133|000302000000000.133.A.000302000000000.133|419
02|02085|000302000000000|135|000302000000000.135.A.000302000000000.135|8669
02|02085|000302000000000|137|000302000000000.137.A.000302000000000.137|835
02|02085|000302000000000|79|000302000000000.79.A.000302000000000.79|22
02|02085|000402000000000|02-1911|000402000000000.02-1911.A.000402000000000.02-1911|138
02|02085|000402000000000|02-276|000402000000000.02-276.1A.000402000000000.02-276|63
02|02085|000402000000000|02-309|000402000000000.02-309.A.000402000000000.02-309|19
02|02085|000402000000000|02-503|000402000000000.02-503.2.000402000000000.02-503|11127
02|02085|000402000000000|02-816|000402000000000.02-816.1A.000402000000000.02-816|29
02|02085|000402000000000|02-865|000402000000000.02-865.A.000402000000000.02-865|46
02|02085|000402000000000|133|000402000000000.133.A.000402000000000.133|370
02|02085|000402000000000|135|000402000000000.135.1A.000402000000000.135|8929
02|02085|000402000000000|137|000402000000000.137.A.000402000000000.137|675
02|02085|001002085000000|02-503|001002085000000.02-503.2.001002085000000.02-503|12416
02|02085|001002085000000|135|001002085000000.135.1A.001002085000000.135|6572
02|02085|001002085000000|135|001002085000000.135.3A.001002085000000.135|2125
02|02086|000100000000000|13|000100000000000.13.A.000100000000000.13|25
02|02086|000100000000000|131|000100000000000.131.A.000100000000000.131|26
02|02086|000100000000000|132|000100000000000.132.A.000100000000000.132|7
02|02086|000100000000000|133|000100000000000.133.A.000100000000000.133|49
02|02086|000100000000000|135|000100000000000.135.A.000100000000000.135|1579
02|02086|000100000000000|136|000100000000000.136.A.000100000000000.136|1362
02|02086|000100000000000|137|000100000000000.137.A.000100000000000.137|205
02|02086|000100000000000|36|000100000000000.36.A.000100000000000.36|5
02|02086|000100000000000|57|000100000000000.57.A.000100000000000.57|6
02|02086|000100000000000|87|000100000000000.87.A.000100000000000.87|40
02|02086|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|6
02|02086|000302000000000|02-276|000302000000000.02-276.1A.000302000000000.02-276|16
02|02086|000302000000000|02-309|000302000000000.02-309.A.000302000000000.02-309|0
02|02086|000302000000000|02-312|000302000000000.02-312.A.000302000000000.02-312|8
02|02086|000302000000000|02-314|000302000000000.02-314.A.000302000000000.02-314|5
02|02086|000302000000000|02-315|000302000000000.02-315.A.000302000000000.02-315|0
02|02086|000302000000000|02-503|000302000000000.02-503.A.000302000000000.02-503|1236
02|02086|000302000000000|02-816|000302000000000.02-816.1A.000302000000000.02-816|4
02|02086|000302000000000|133|000302000000000.133.A.000302000000000.133|40
02|02086|000302000000000|135|000302000000000.135.A.000302000000000.135|1669
02|02086|000302000000000|137|000302000000000.137.A.000302000000000.137|158
02|02086|000302000000000|79|000302000000000.79.A.000302000000000.79|5
02|02086|000402000000000|02-1911|000402000000000.02-1911.A.000402000000000.02-1911|18
02|02086|000402000000000|02-276|000402000000000.02-276.1A.000402000000000.02-276|18
02|02086|000402000000000|02-309|000402000000000.02-309.A.000402000000000.02-309|0
02|02086|000402000000000|02-503|000402000000000.02-503.2.000402000000000.02-503|1214
02|02086|000402000000000|02-816|000402000000000.02-816.1A.000402000000000.02-816|4
02|02086|000402000000000|02-865|000402000000000.02-865.A.000402000000000.02-865|7
02|02086|000402000000000|133|000402000000000.133.A.000402000000000.133|34
02|02086|000402000000000|135|000402000000000.135.1A.000402000000000.135|1754
02|02086|000402000000000|137|000402000000000.137.A.000402000000000.137|135
02|02086|001002086000000|02-503|001002086000000.02-503.2.001002086000000.02-503|1100
02|02086|001002086000000|135|001002086000000.135.1A.001002086000000.135|2046
02|02087|000100000000000|13|000100000000000.13.A.000100000000000.13|271
02|02087|000100000000000|131|000100000000000.131.A.000100000000000.131|1009
02|02087|000100000000000|132|000100000000000.132.A.000100000000000.132|93
02|02087|000100000000000|133|000100000000000.133.A.000100000000000.133|1154
02|02087|000100000000000|135|000100000000000.135.A.000100000000000.135|23583
02|02087|000100000000000|136|000100000000000.136.A.000100000000000.136|19949
02|02087|000100000000000|137|000100000000000.137.A.000100000000000.137|5036
02|02087|000100000000000|36|000100000000000.36.A.000100000000000.36|37
02|02087|000100000000000|57|000100000000000.57.A.000100000000000.57|48
02|02087|000100000000000|87|000100000000000.87.A.000100000000000.87|1798
02|02087|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|72
02|02087|000302000000000|02-276|000302000000000.02-276.1A.000302000000000.02-276|241
02|02087|000302000000000|02-309|000302000000000.02-309.A.000302000000000.02-309|55
02|02087|000302000000000|02-312|000302000000000.02-312.A.000302000000000.02-312|93
02|02087|000302000000000|02-314|000302000000000.02-314.A.000302000000000.02-314|52
02|02087|000302000000000|02-315|000302000000000.02-315.A.000302000000000.02-315|2
02|02087|000302000000000|02-503|000302000000000.02-503.A.000302000000000.02-503|19049
02|02087|000302000000000|02-816|000302000000000.02-816.1A.000302000000000.02-816|60
02|02087|000302000000000|133|000302000000000.133.A.000302000000000.133|1220
02|02087|000302000000000|135|000302000000000.135.A.000302000000000.135|24433
02|02087|000302000000000|137|000302000000000.137.A.000302000000000.137|4416
02|02087|000302000000000|79|000302000000000.79.A.000302000000000.79|26
02|02087|000402000000000|02-1911|000402000000000.02-1911.A.000402000000000.02-1911|772
02|02087|000402000000000|02-276|000402000000000.02-276.1A.000402000000000.02-276|228
02|02087|000402000000000|02-309|000402000000000.02-309.A.000402000000000.02-309|55
02|02087|000402000000000|02-503|000402000000000.02-503.2.000402000000000.02-503|19365
02|02087|000402000000000|02-816|000402000000000.02-816.1A.000402000000000.02-816|69
02|02087|000402000000000|02-865|000402000000000.02-865.A.000402000000000.02-865|83
02|02087|000402000000000|133|000402000000000.133.A.000402000000000.133|1105
02|02087|000402000000000|135|000402000000000.135.1A.000402000000000.135|25776
02|02087|000402000000000|137|000402000000000.137.A.000402000000000.137|3925
02|02087|001002087000000|02-503|001002087000000.02-503.10.001002087000000.02-503|3919
02|02087|001002087000000|02-503|001002087000000.02-503.4.001002087000000.02-503|5568
02|02087|001002087000000|02-503|001002087000000.02-503.6.001002087000000.02-503|4174
02|02087|001002087000000|02-503|001002087000000.02-503.8.001002087000000.02-503|4997
02|02087|001002087000000|02-816|001002087000000.02-816.1A.001002087000000.02-816|81
02|02087|001002087000000|133|001002087000000.133.A.001002087000000.133|1156
02|02087|001002087000000|135|001002087000000.135.1A.001002087000000.135|24284
02|02087|001002087000000|137|001002087000000.137.A.001002087000000.137|5898
02|02087|001002087000000|137|001002087000000.137.B.001002087000000.137|995
02|02088|000100000000000|13|000100000000000.13.A.000100000000000.13|13
02|02088|000100000000000|131|000100000000000.131.A.000100000000000.131|21
02|02088|000100000000000|132|000100000000000.132.A.000100000000000.132|3
02|02088|000100000000000|133|000100000000000.133.A.000100000000000.133|36
02|02088|000100000000000|135|000100000000000.135.A.000100000000000.135|953
02|02088|000100000000000|136|000100000000000.136.A.000100000000000.136|1291
02|02088|000100000000000|137|000100000000000.137.A.000100000000000.137|134
02|02088|000100000000000|36|000100000000000.36.A.000100000000000.36|2
02|02088|000100000000000|57|000100000000000.57.A.000100000000000.57|1
02|02088|000100000000000|87|000100000000000.87.A.000100000000000.87|32
02|02088|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|2
02|02088|000302000000000|02-276|000302000000000.02-276.1A.000302000000000.02-276|3
02|02088|000302000000000|02-309|000302000000000.02-309.A.000302000000000.02-309|1
02|02088|000302000000000|02-312|000302000000000.02-312.A.000302000000000.02-312|4
02|02088|000302000000000|02-314|000302000000000.02-314.A.000302000000000.02-314|3
02|02088|000302000000000|02-315|000302000000000.02-315.A.000302000000000.02-315|0
02|02088|000302000000000|02-503|000302000000000.02-503.A.000302000000000.02-503|1297
02|02088|000302000000000|02-816|000302000000000.02-816.1A.000302000000000.02-816|2
02|02088|000302000000000|133|000302000000000.133.A.000302000000000.133|27
02|02088|000302000000000|135|000302000000000.135.A.000302000000000.135|958
02|02088|000302000000000|137|000302000000000.137.A.000302000000000.137|94
02|02088|000302000000000|79|000302000000000.79.A.000302000000000.79|1
02|02088|000402000000000|02-1911|000402000000000.02-1911.A.000402000000000.02-1911|12
02|02088|000402000000000|02-276|000402000000000.02-276.1A.000402000000000.02-276|4
02|02088|000402000000000|02-309|000402000000000.02-309.A.000402000000000.02-309|1
02|02088|000402000000000|02-503|000402000000000.02-503.2.000402000000000.02-503|1339
02|02088|000402000000000|02-816|000402000000000.02-816.1A.000402000000000.02-816|2
02|02088|000402000000000|02-865|000402000000000.02-865.A.000402000000000.02-865|3
02|02088|000402000000000|133|000402000000000.133.A.000402000000000.133|24
02|02088|000402000000000|135|000402000000000.135.1A.000402000000000.135|1011
02|02088|000402000000000|137|000402000000000.137.A.000402000000000.137|72
02|02088|001002088000000|02-503|001002088000000.02-503.2.001002088000000.02-503|1613
02|02088|001002088000000|135|001002088000000.135.1A.001002088000000.135|889
02|02088|001002088000000|137|001002088000000.137.A.001002088000000.137|30
02|02089|000100000000000|13|000100000000000.13.A.000100000000000.13|594
02|02089|000100000000000|131|000100000000000.131.A.000100000000000.131|2868
02|02089|000100000000000|132|000100000000000.132.A.000100000000000.132|166
02|02089|000100000000000|133|000100000000000.133.A.000100000000000.133|3011
02|02089|000100000000000|135|000100000000000.135.A.000100000000000.135|31937
02|02089|000100000000000|136|000100000000000.136.A.000100000000000.136|52842
02|02089|000100000000000|137|000100000000000.137.A.000100000000000.137|7286
02|02089|000100000000000|36|000100000000000.36.A.000100000000000.36|114
02|02089|000100000000000|57|000100000000000.57.A.000100000000000.57|0
02|02089|000100000000000|87|000100000000000.87.A.000100000000000.87|2011
02|02089|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|153
02|02089|000302000000000|02-276|000302000000000.02-276.1A.000302000000000.02-276|567
02|02089|000302000000000|02-309|000302000000000.02-309.A.000302000000000.02-309|121
02|02089|000302000000000|02-312|000302000000000.02-312.A.000302000000000.02-312|211
02|02089|000302000000000|02-314|000302000000000.02-314.A.000302000000000.02-314|67
02|02089|000302000000000|02-315|000302000000000.02-315.A.000302000000000.02-315|21
02|02089|000302000000000|02-503|000302000000000.02-503.A.000302000000000.02-503|50013
02|02089|000302000000000|02-816|000302000000000.02-816.1A.000302000000000.02-816|240
02|02089|000302000000000|133|000302000000000.133.A.000302000000000.133|3193
02|02089|000302000000000|135|000302000000000.135.A.000302000000000.135|33117
02|02089|000302000000000|137|000302000000000.137.A.000302000000000.137|6331
02|02089|000302000000000|79|000302000000000.79.A.000302000000000.79|79
02|02089|000402000000000|02-1911|000402000000000.02-1911.A.000402000000000.02-1911|2689
02|02089|000402000000000|02-276|000402000000000.02-276.1A.000402000000000.02-276|522
02|02089|000402000000000|02-309|000402000000000.02-309.A.000402000000000.02-309|119
02|02089|000402000000000|02-503|000402000000000.02-503.2.000402000000000.02-503|50335
02|02089|000402000000000|02-816|000402000000000.02-816.1A.000402000000000.02-816|236
02|02089|000402000000000|02-865|000402000000000.02-865.A.000402000000000.02-865|150
02|02089|000402000000000|133|000402000000000.133.A.000402000000000.133|2818
02|02089|000402000000000|135|000402000000000.135.1A.000402000000000.135|34665
02|02089|000402000000000|137|000402000000000.137.A.000402000000000.137|5545
02|02089|001002089000000|02-1911|001002089000000.02-1911.A.001002089000000.02-1911|1228
02|02089|001002089000000|02-1911|001002089000000.02-1911.B.001002089000000.02-1911|1346
02|02089|001002089000000|02-244|001002089000000.02-244.A.001002089000000.02-244|133
02|02089|001002089000000|02-276|001002089000000.02-276.1A.001002089000000.02-276|509
02|02089|001002089000000|02-309|001002089000000.02-309.A.001002089000000.02-309|265
02|02089|001002089000000|02-503|001002089000000.02-503.2.001002089000000.02-503|47722
02|02089|001002089000000|02-816|001002089000000.02-816.1A.001002089000000.02-816|121
02|02089|001002089000000|02-816|001002089000000.02-816.3C.001002089000000.02-816|145
02|02089|001002089000000|02-833|001002089000000.02-833.A.001002089000000.02-833|1149
02|02089|001002089000000|02-874|001002089000000.02-874.A.001002089000000.02-874|1375
02|02089|001002089000000|133|001002089000000.133.A.001002089000000.133|2635
02|02089|001002089000000|135|001002089000000.135.1A.001002089000000.135|34850
02|02089|001002089000000|137|001002089000000.137.A.001002089000000.137|2955
02|02089|001002089000000|137|001002089000000.137.B.001002089000000.137|2691
02|02090|000100000000000|13|000100000000000.13.A.000100000000000.13|48
02|02090|000100000000000|131|000100000000000.131.A.000100000000000.131|86
02|02090|000100000000000|132|000100000000000.132.A.000100000000000.132|8
02|02090|000100000000000|133|000100000000000.133.A.000100000000000.133|167
02|02090|000100000000000|135|000100000000000.135.A.000100000000000.135|2773
02|02090|000100000000000|136|000100000000000.136.A.000100000000000.136|2384
02|02090|000100000000000|137|000100000000000.137.A.000100000000000.137|645
02|02090|000100000000000|36|000100000000000.36.A.000100000000000.36|5
02|02090|000100000000000|57|000100000000000.57.A.000100000000000.57|3
02|02090|000100000000000|87|000100000000000.87.A.000100000000000.87|227
02|02090|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|7
02|02090|000302000000000|02-276|000302000000000.02-276.1A.000302000000000.02-276|44
02|02090|000302000000000|02-309|000302000000000.02-309.A.000302000000000.02-309|10
02|02090|000302000000000|02-312|000302000000000.02-312.A.000302000000000.02-312|7
02|02090|000302000000000|02-314|000302000000000.02-314.A.000302000000000.02-314|7
02|02090|000302000000000|02-315|000302000000000.02-315.A.000302000000000.02-315|0
02|02090|000302000000000|02-503|000302000000000.02-503.A.000302000000000.02-503|2289
02|02090|000302000000000|02-816|000302000000000.02-816.1A.000302000000000.02-816|18
02|02090|000302000000000|133|000302000000000.133.A.000302000000000.133|166
02|02090|000302000000000|135|000302000000000.135.A.000302000000000.135|2867
02|02090|000302000000000|137|000302000000000.137.A.000302000000000.137|569
