CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
22|00022200000|22-179|39978|393845|10.15
22|00022200000|22-501|39097|393845|9.92
22|00022200000|22-502|40665|393845|10.32
22|00022200000|22-503|81231|393845|20.62
22|00022200000|38|40046|393845|10.16
22|00022200000|40|41110|393845|10.43
22|00022200000|87|41518|393845|10.54
22|00032200000|22-178|39102|393845|9.92
22|00032200000|22-179|40566|393845|10.29
22|00032200000|22-501|40558|393845|10.29
22|00032200000|22-502|42090|393845|10.68
22|00032200000|22-503|78580|393845|19.95
22|00032200000|38|40542|393845|10.29
22|00032200000|40|40385|393845|10.25
22|00032200000|87|42527|393845|10.79
23|00010000000|13|57194|627428|9.11
23|00010000000|131|58667|627428|9.35
23|00010000000|132|57549|627428|9.17
23|00010000000|133|58636|627428|9.34
23|00010000000|135|56738|627428|9.04
23|00010000000|136|57536|627428|9.17
23|00010000000|137|57735|627428|9.20
23|00010000000|36|58663|627428|9.34
23|00010000000|57|57557|627428|9.17
23|00010000000|87|60165|627428|9.58
23|00032300000|23-181|71333|627428|11.36
23|00032300000|23-501|144460|627428|23.02
23|00032300000|23-502|147900|627428|23.57
23|00032300000|23-503|73229|627428|11.67
23|00032300000|23-504|143518|627428|22.87
24|00010000000|13|7025|75818|9.26
24|00010000000|131|7196|75818|9.49
24|00010000000|132|6879|75818|9.07
24|00010000000|133|7304|75818|9.63
24|00010000000|135|6753|75818|8.90
24|00010000000|136|6928|75818|9.13
24|00010000000|137|6863|75818|9.05
24|00010000000|36|7394|75818|9.75
24|00010000000|57|6473|75818|8.53
24|00010000000|87|7325|75818|9.66
24|00022400000|24-187|8196|75818|10.81
24|00022400000|24-203|8938|75818|11.78
24|00022400000|24-501|8459|75818|11.15
24|00022400000|24-502|26592|75818|35.07
24|00022400000|24-503|9472|75818|12.49
24|00022400000|69|8483|75818|11.18
24|00032400000|24-187|9497|75818|12.52
24|00032400000|24-203|10395|75818|13.71
24|00032400000|24-501|10412|75818|13.73
24|00032400000|24-502|20641|75818|27.22
24|00032400000|24-503|9710|75818|12.80
24|00032400000|69|9485|75818|12.51
